"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Max_strength.perceptual","Exclusivity.perceptual","Dominant.perceptual","Minkowski3.perceptual","N_known.perceptual","Percent_known.perceptual"
"ERRATIC",1.65,0.05,0.3,1.4,0,2.95,1.348,0.224,0.801,1.984,0,1.638,2.95,0.465,"Visual",3.205,20,0.952
"ERRATICALLY",2.375,0,0.375,1.875,0,3.062,1.857,0,1.025,1.784,0,1.982,3.062,0.398,"Visual",3.653,16,0.941
"ERRING",1.727,0,0.182,0.636,0,2,1.737,0,0.603,0.809,0,1.732,2,0.44,"Visual",2.376,11,0.611
"ERRONEOUS",1.857,0,0.143,1.643,0.143,2.571,1.748,0,0.363,1.946,0.535,1.828,2.571,0.404,"Visual",3.031,14,0.875
"ERRONEOUSLY",2.286,0.143,0.429,1.214,0.286,2.857,1.816,0.363,0.938,1.369,0.726,1.61,2.857,0.376,"Visual",3.337,14,0.7
"ERRONEOUSNESS",2.308,0,0.077,0.538,0,2.692,2.136,0,0.277,0.967,0,2.097,2.692,0.479,"Visual",3.174,13,0.765
"ERROR",1.353,0.294,0.118,1.059,0.176,3.235,1.32,0.772,0.332,1.519,0.529,1.562,3.235,0.5,"Visual",3.349,17,1
"ERRORLESS",2,0.176,0.176,0.706,0.176,3.353,1.871,0.728,0.728,1.263,0.728,1.539,3.353,0.482,"Visual",3.585,17,0.895
"ERUPT",3.026,0.256,1.026,1.667,1.256,3.564,1.926,0.818,1.693,2.004,1.773,1.818,3.564,0.306,"Visual",4.321,39,0.951
"ERUPTION",2.688,0,0.438,0.5,0.875,3.75,1.922,0,0.892,0.73,1.147,1.915,3.75,0.455,"Visual",4.18,16,1
"ERUPTIVE",2.688,0.25,0.438,0.5,0.375,3.938,2.056,1,1.094,1.211,1.025,1.289,3.938,0.45,"Visual",4.322,16,0.941
"ESCALATE",2.471,0.294,1.059,2.941,0.471,2.529,2.004,0.588,1.853,1.886,1.281,2.065,2.941,0.271,"Interoceptive",3.871,17,1
"ESCALATING",2.294,0.235,0.235,1.059,0.235,3,2.024,0.97,0.97,1.638,0.97,1.768,3,0.392,"Visual",3.428,17,1
"ESCALATION",3,0.765,1.235,2.353,0.647,3.353,1.871,1.64,1.855,2.234,1.656,1.869,3.353,0.238,"Visual",4.315,17,0.944
"ESCALATOR",1.222,0.111,2.889,1.333,0.167,4.333,1.517,0.323,1.711,1.609,0.383,1.188,4.333,0.42,"Visual",4.787,18,1
"ESCAPABLE",1.105,0.105,1.316,1.263,0.105,3.158,1.15,0.459,1.6,1.821,0.459,1.74,3.158,0.433,"Visual",3.336,19,1
"ESCAPADE",1.235,0.412,0.647,1.471,0.412,2.529,1.888,1.176,1.367,1.972,1.004,2.294,2.529,0.316,"Visual",2.787,17,0.895
"ESCAPE",1.35,0,0.75,1.55,0.05,2.75,1.725,0,1.446,1.701,0.224,1.97,2.75,0.426,"Visual",3.015,20,1
"ESCAPEE",1.706,0,0.294,0.235,0.118,3.412,1.611,0,0.686,0.562,0.332,1.622,3.412,0.592,"Visual",3.549,17,0.85
"ESCAPER",1.667,0.067,0.267,0.6,0.067,3.333,2.024,0.258,0.704,1.242,0.258,2.024,3.333,0.544,"Visual",3.473,15,0.882
"ESCAPISM",1.588,0.471,0.824,2.706,0.412,2.588,1.873,1.125,1.468,1.961,0.939,2.033,2.706,0.267,"Interoceptive",3.473,17,0.944
"ESCAPIST",1.722,0.111,0.667,0.667,0.056,3.222,1.873,0.471,1.414,1.188,0.236,2.016,3.222,0.491,"Visual",3.396,18,1
"ESCARGOT",0.562,3,1.5,0.812,1.938,2.375,1.263,2.422,2.066,1.601,1.843,1.784,3,0.239,"Gustatory",3.727,16,0.889
"ESCORT",2.278,0.667,1.444,1.278,0.833,3.778,1.602,1.328,1.822,1.873,1.339,1.309,3.778,0.303,"Visual",4.155,18,1
"ESCROW",1.158,0.053,0.368,0.211,0.053,2.842,1.463,0.229,1.165,0.535,0.229,1.864,2.842,0.596,"Visual",2.907,19,0.95
"ESKIMO",0.95,0,1.3,0.1,0.05,4.2,1.638,0,2.105,0.447,0.224,1.609,4.2,0.636,"Visual",4.257,20,1
"ESOPHAGEAL",1,0.1,0.5,2.2,0,1.5,1.886,0.316,0.972,2.098,0,1.269,2.2,0.415,"Interoceptive",2.474,10,0.625
"ESOPHAGI",0.125,0,1.312,2,0.125,0.938,0.5,0,2.024,2.129,0.5,1.769,2,0.444,"Interoceptive",2.23,16,0.8
"ESOPHAGUS",0.273,1.303,1.03,3.273,0.242,0.909,0.719,1.811,1.38,1.807,0.751,1.569,3.273,0.431,"Interoceptive",3.395,33,0.917
"ESOTERIC",2.333,0.333,0.5,0.667,0.167,1.667,2.06,1.155,1.243,1.497,0.577,1.614,2.333,0.382,"Auditory",2.611,12,0.667
"ESOTERICALLY",1.548,0.452,0.581,1.323,0.452,1.806,1.841,1.261,1.478,1.681,1.261,1.869,1.806,0.22,"Visual",2.308,31,0.574
"ESOTERICISM",2.091,0.273,0.455,0.455,0.182,2.364,2.3,0.647,0.934,0.688,0.603,2.248,2.364,0.375,"Visual",2.826,11,0.55
"ESPECIALLY",0.789,0,0.105,1.105,0,0.684,1.182,0,0.315,1.629,0,1.25,1.105,0.412,"Interoceptive",1.293,19,1
"ESPIONAGE",2.211,0,0.579,0.632,0,2.421,1.903,0,1.387,1.422,0,2.063,2.421,0.414,"Visual",2.941,19,1
"ESPRESSO",0.778,4,1.389,0.5,3.278,3.5,1.215,1.645,1.501,1.15,1.406,1.543,4,0.26,"Gustatory",5.258,18,1
"ESQUIRE",0.769,0,0.077,0.385,0,1.846,1.536,0,0.277,0.87,0,1.994,1.846,0.6,"Visual",1.895,13,0.765
"ESSAY",1.765,0.059,0.118,0.176,0,3.765,1.888,0.243,0.332,0.728,0,1.522,3.765,0.64,"Visual",3.89,17,0.944
"ESSAYIST",1.786,0,0.357,0.214,0,3.143,1.888,0,1.336,0.579,0,1.875,3.143,0.571,"Visual",3.326,14,0.737
"ESSENCE",1.5,1.35,1.35,1.8,1.3,2,1.792,1.927,1.981,2.238,1.838,1.747,2,0.075,"Visual",2.897,20,0.952
"ESSENTIAL",1.5,0.444,0.778,1.444,0.556,2.167,1.79,1.247,1.478,1.653,1.464,1.855,2.167,0.25,"Visual",2.586,18,1
"ESSENTIALISM",1.429,0.071,0.5,1.214,0.214,2.071,1.697,0.267,0.941,1.805,0.802,2.269,2.071,0.364,"Visual",2.395,14,0.737
"ESSENTIALIST",2.071,0,0.071,0.357,0,2.071,2.056,0,0.267,0.929,0,1.94,2.071,0.453,"Auditory",2.612,14,0.7
"ESSENTIALITY",1.267,0.4,0.533,1.667,0.267,1.2,1.751,0.91,1.246,1.988,0.799,1.568,1.667,0.262,"Interoceptive",2.051,15,0.938
"ESSENTIALLY",1.7,0.1,0.5,1.45,0.05,1.95,1.72,0.447,0.946,1.669,0.224,1.669,1.95,0.33,"Visual",2.493,20,1
"ESSENTIALNESS",0.944,0.5,0.556,0.833,0.5,1.333,1.434,1.15,1.199,1.339,1.2,1.847,1.333,0.179,"Visual",1.615,18,1
"ESTABLISH",1.947,0.263,0.842,1.105,0.211,2.895,1.929,0.562,1.385,1.792,0.535,1.853,2.895,0.37,"Visual",3.227,19,1
"ESTABLISHED",0.812,0.188,0.812,0.375,0.062,2.438,1.047,0.544,1.377,0.719,0.25,1.632,2.438,0.507,"Visual",2.499,16,1
"ESTABLISHER",1.048,0,0.19,0.524,0.143,1.619,1.596,0,0.402,1.03,0.359,1.936,1.619,0.459,"Visual",1.77,21,1
"ESTABLISHMENT",1.368,0.368,0.737,0.737,0.263,3,1.707,0.955,1.408,1.558,0.806,2,3,0.423,"Visual",3.122,19,1
"ESTATE",0.842,0.368,0.789,0.474,0.684,3.316,1.537,1.212,1.475,1.307,1.6,1.701,3.316,0.455,"Visual",3.363,19,1
"ESTATE AGENT",2.105,0.053,0.263,0,0.105,3.737,1.941,0.229,0.452,0,0.315,1.79,3.737,0.597,"Visual",3.948,19,1
"ESTATE CAR",1.294,0,1.765,0.176,0.353,3.824,1.687,0,1.888,0.529,1.222,1.629,3.824,0.516,"Visual",3.992,17,0.85
"ESTEEM",2.588,0.294,0.824,3.176,0.294,2.059,2.063,1.213,1.629,1.879,1.213,1.886,3.176,0.312,"Interoceptive",3.887,17,1
"ESTEEMED",1.467,0,0,0.533,0,2,1.506,0,0,1.246,0,1.512,2,0.5,"Visual",2.244,15,0.833
"ESTIMATE",1.778,0.167,0.556,1.389,0.056,2.278,1.629,0.707,0.922,1.577,0.236,1.776,2.278,0.357,"Visual",2.728,18,1
"ESTIMATION",1.35,0.3,0.5,1,0.35,2.55,1.631,0.801,1.1,1.589,0.933,1.932,2.55,0.372,"Visual",2.725,20,1
"ESTIMATOR",1.875,0,0.281,0.312,0,2.812,1.827,0,0.851,0.821,0,1.891,2.812,0.533,"Visual",3.068,32,1
"ESTRANGE",1.938,0.875,0.875,2.75,0.688,2.25,1.692,1.586,1.455,1.483,1.195,1.571,2.75,0.22,"Interoceptive",3.452,16,0.941
"ESTRANGED",0.824,0.059,0.294,2.235,0,1.882,1.074,0.243,0.849,1.821,0,1.799,2.235,0.422,"Interoceptive",2.641,17,0.895
"ESTRANGEMENT",2.182,0.364,0.545,2.273,0.455,2.182,1.779,0.924,1.293,1.679,1.508,2.089,2.273,0.239,"Interoceptive",3.202,11,0.733
"ESTROGEN",0.312,0.125,0.062,2.875,0.188,0.188,1.25,0.342,0.25,2.156,0.544,0.544,2.875,0.75,"Interoceptive",2.877,16,1
"ESTUARY",0.818,0.273,1,0.545,0.727,3.455,1.25,0.905,1.732,1.214,1.272,1.293,3.455,0.467,"Visual",3.513,11,0.579
"ETCETERA",1.4,0.067,0.333,0.4,0.067,1,1.882,0.258,1.047,0.91,0.258,1.648,1.4,0.408,"Auditory",1.567,15,0.714
"ETCH",0.875,0,2.312,0.062,0,3.125,1.893,0,2.182,0.25,0,2.187,3.125,0.49,"Visual",3.518,16,0.941
"ETCHING",0.533,0.133,3.133,0.2,0.133,3.667,1.125,0.516,1.846,0.561,0.516,1.397,3.667,0.453,"Visual",4.313,15,0.882
"ETERNAL",0.842,0,0.053,2.368,0.105,0.895,1.385,0,0.229,1.921,0.459,1.37,2.368,0.556,"Interoceptive",2.444,19,1
"ETERNALIZE",0.526,0,0.053,1.842,0.105,0.947,1.219,0,0.229,2.218,0.315,1.747,1.842,0.53,"Interoceptive",1.935,19,0.905
"ETERNALLY",0.941,0.176,0.588,1.353,0.176,0.941,1.478,0.728,1.417,1.766,0.728,1.478,1.353,0.282,"Interoceptive",1.633,17,1
"ETERNITY",0.895,0.105,0.158,1.947,0.105,0.684,1.449,0.459,0.501,2.223,0.459,1.376,1.947,0.473,"Interoceptive",2.035,19,1
"ETHANOL",0.211,0.947,0.684,0.474,3.526,2.684,0.419,1.747,1.455,1.124,1.744,2.029,3.526,0.389,"Olfactory",4.01,19,1
"ETHER",0.579,0.895,0.632,1.105,2.684,1.632,1.017,1.449,1.3,1.853,1.765,1.77,2.684,0.28,"Olfactory",2.97,19,0.905
"ETHIC",2.3,0.167,0.4,1.233,0,2.6,1.932,0.913,0.932,1.654,0,1.993,2.6,0.388,"Visual",3.164,30,0.909
"ETHICAL",1.136,0.091,0.182,3,0.091,1.909,1.283,0.294,0.664,1.826,0.294,1.63,3,0.454,"Interoceptive",3.284,22,1
"ETHICALITY",1.882,0,0,1.941,0,2.118,1.867,0,0,2.135,0,1.965,2.118,0.356,"Visual",2.864,17,0.895
"ETHICALLY",2.059,0.118,0.412,2.529,0.059,2.941,2.249,0.485,1.278,2.452,0.243,2.135,2.941,0.355,"Visual",3.694,17,1
"ETHICALNESS",1.882,0.294,0.412,2.059,0.294,2,1.933,1.213,1.278,1.952,1.213,2.031,2.059,0.254,"Interoceptive",2.865,17,0.944
"ETHICIST",1.214,0,0.286,0.571,0,1.071,1.888,0,1.069,1.284,0,1.639,1.214,0.386,"Auditory",1.478,14,0.737
"ETHICS",1.8,0,0.1,2.25,0,1.6,1.936,0,0.308,2.074,0,1.759,2.25,0.391,"Interoceptive",2.773,20,1
"ETHNIC",2.706,0.941,0.529,1.235,1.059,3.294,2.054,1.478,1.328,1.855,1.519,1.961,3.294,0.283,"Visual",3.906,17,1
"ETHNICAL",2.125,0.25,0.188,0.625,0.312,3.125,1.928,0.775,0.544,1.36,0.704,1.962,3.125,0.443,"Visual",3.432,16,0.889
"ETHNICALLY",1.629,0.686,0.543,1.029,0.629,2.457,1.926,1.491,1.482,1.757,1.33,1.99,2.457,0.275,"Visual",2.758,35,0.972
"ETHNICITY",1.389,0,0.111,0.444,0.056,3.778,1.685,0,0.471,1.042,0.236,1.353,3.778,0.654,"Visual",3.841,18,1
"ETHNOCENTRISM",1.083,0,0,0.417,0,1.417,1.564,0,0,0.996,0,1.73,1.417,0.486,"Visual",1.612,12,0.387
"ETHNOLOGIST",0.583,0.417,0.167,0.417,0,1.833,1.443,1.443,0.389,1.443,0,2.209,1.833,0.537,"Visual",1.867,12,0.6
"ETHNOLOGY",2.091,0.091,0.273,0.818,0.091,2.636,2.119,0.302,0.647,1.471,0.302,2.248,2.636,0.424,"Visual",3.038,11,0.524
"ETHOLOGICAL",2.25,0.5,0.5,0.417,0.667,3.333,2.137,1.446,1,0.996,1.371,1.775,3.333,0.38,"Visual",3.66,12,0.353
"ETHOS",2,0.182,0.182,0.818,0.091,1.727,1.673,0.603,0.603,1.662,0.302,1.794,2,0.382,"Auditory",2.394,11,0.579
"ETHYL",0.091,0.545,0.636,0.364,2.182,1.909,0.302,0.82,1.206,0.924,2.183,1.7,2.182,0.365,"Olfactory",2.612,11,0.611
"ETIQUETTE",2.824,0.059,0.941,1.353,0.059,3.588,1.879,0.243,1.676,1.656,0.243,1.698,3.588,0.4,"Visual",4.161,17,1
"ETYMOLOGIST",3,0,0.182,0,0,3.091,1.949,0,0.405,0,0,1.814,3.091,0.493,"Visual",3.838,11,0.647
"EUCALYPTUS",0.062,2,2,0.25,3.188,3.25,0.25,2.129,1.862,0.577,1.601,1.483,3.25,0.297,"Visual",4.357,16,0.941
"EUGENIC",0.7,0,0,0.5,0,1.1,1.337,0,0,1.08,0,1.663,1.1,0.478,"Visual",1.216,10,0.556
"EULOGIZE",3.733,0,0.133,1.533,0.067,2.467,1.751,0,0.352,1.846,0.258,1.885,3.733,0.471,"Auditory",4.134,15,0.833
"EULOGY",4,0,0,0.533,0,2.333,1.813,0,0,1.356,0,2.093,4,0.583,"Auditory",4.252,15,0.938
"EUPHEMISM",2.793,0.069,0.138,0.931,0,0.828,2.144,0.371,0.441,1.646,0,1.49,2.793,0.587,"Auditory",2.851,29,0.879
"EUPHEMISTIC",2,0,0.062,0.875,0,0.625,1.966,0,0.25,1.088,0,1.204,2,0.561,"Auditory",2.073,16,0.842
"EUPHONIC",2.125,0.188,0.25,1.312,0.188,0.562,2.217,0.75,1,1.922,0.75,1.094,2.125,0.419,"Auditory",2.293,16,0.457
"EUPHONICALLY",2.526,0.474,0.789,1.316,0.632,1.053,2.17,1.264,1.475,1.857,1.535,1.747,2.526,0.302,"Auditory",2.733,19,0.559
"EUPHORIA",1.579,0.579,0.579,4.316,0.579,2.105,1.575,0.902,0.961,1.6,0.961,1.761,4.316,0.384,"Interoceptive",4.551,19,1
"EUPHORIC",1.778,0.722,1.111,4.444,0.611,1.944,1.7,1.32,1.53,1.338,1.243,1.798,4.444,0.361,"Interoceptive",4.684,18,1
"EUREKA",1.312,0,0.188,2.188,0.062,1.562,1.621,0,0.403,2.136,0.25,1.672,2.188,0.412,"Interoceptive",2.548,16,0.889
"EURO",0.312,0.25,2.25,0.25,0.375,3.625,0.793,0.775,1.88,1,1.025,1.586,3.625,0.478,"Visual",3.896,16,1
"EUTHANASIA",0.812,0.312,0.625,2,0.375,2.25,1.559,1.25,1.36,2.221,1.258,1.983,2.25,0.304,"Visual",2.726,16,0.889
"EUTHANIZE",0.774,0.484,1,1.935,0.419,3.065,1.257,1.288,1.693,2.19,1.089,2.016,3.065,0.345,"Visual",3.353,31,0.912
"EVACUATE",2.118,0,0.235,0.882,0.059,3.118,1.576,0,0.664,1.409,0.243,1.728,3.118,0.486,"Visual",3.434,17,1
"EVACUATION",3.882,0,0.412,0.824,0,4.529,1.317,0,1.064,1.425,0,1.068,4.529,0.47,"Visual",5.338,17,1
"EVACUATOR",2.588,0,1.588,0.294,0.176,3.118,2.32,0,2.002,0.985,0.728,2.233,3.118,0.402,"Visual",3.725,17,0.85
"EVACUEE",1.143,0.286,0.286,0.357,0.286,3.5,1.562,1.069,0.726,0.929,1.069,1.653,3.5,0.549,"Visual",3.543,14,0.875
"EVADE",1,0,0.737,1.105,0,2.632,1.599,0,1.368,1.487,0,2.06,2.632,0.481,"Visual",2.758,19,1
"EVADER",1.118,0.059,0.529,0.647,0.353,2.471,1.654,0.243,1.281,1.498,1.222,2.065,2.471,0.466,"Visual",2.568,17,0.85
"EVALUATE",3.35,1.75,2.4,1.4,1.9,3.6,1.954,1.997,2.01,1.789,1.889,1.759,3.6,0.153,"Visual",4.835,20,1
"EVALUATION",2.625,1.312,1.188,1.125,1.125,3.125,1.784,1.702,1.642,1.36,1.5,1.408,3.125,0.19,"Visual",3.812,16,1
"EVALUATIVE",2.211,0.421,0.947,1,0.421,2.632,1.903,0.769,1.545,1.414,0.838,1.832,2.632,0.29,"Visual",3.142,19,1
"EVALUATOR",2,0,0.235,0.412,0,2.765,2.121,0,0.562,1.176,0,2.306,2.765,0.511,"Visual",3.08,17,0.944
"EVANGELICAL",2.5,0.062,0.375,1.188,0.062,2.25,1.966,0.25,1.088,1.471,0.25,1.88,2.5,0.379,"Auditory",3.063,16,0.889
"EVANGELICALISM",2.333,0.067,0.133,1.2,0.067,2.067,1.915,0.258,0.516,1.74,0.258,1.944,2.333,0.386,"Auditory",2.855,15,0.714
"EVANGELICALLY",2.611,0,0,1.222,0.056,1.778,2.062,0,0,1.734,0.236,1.629,2.611,0.461,"Auditory",2.934,18,0.9
"EVANGELISM",3.824,0.294,0.412,1.118,0.294,2.529,1.976,1.213,1.278,1.764,1.213,2.267,3.824,0.417,"Auditory",4.191,17,0.944
"EVANGELIST",3.737,0,0.316,0.474,0.053,3.526,1.695,0,0.82,0.905,0.229,1.541,3.737,0.461,"Auditory",4.582,19,0.95
"EVANGELISTIC",3.294,0,0,0.647,0,2.647,1.929,0,0,1.656,0,1.693,3.294,0.5,"Auditory",3.793,17,0.944
"EVANGELISTICALLY",2.909,0,0.455,1.636,0,2.818,2.3,0,0.82,1.206,0,2.04,2.909,0.372,"Auditory",3.72,11,0.524
"EVANGELIZATION",3,0.143,0.714,1.429,0.143,2.571,1.71,0.535,1.49,1.869,0.363,1.785,3,0.357,"Auditory",3.616,14,0.737
"EVANGELIZE",3.846,0,0.385,0.692,0,3.077,1.864,0,0.87,1.702,0,1.977,3.846,0.481,"Auditory",4.421,13,0.684
"EVANGELIZER",3.833,0.083,0.25,1.5,0.083,2.917,1.697,0.289,0.622,1.931,0.289,2.065,3.833,0.433,"Auditory",4.389,12,0.632
"EVAPORATE",0.474,0,0.737,0.526,0.053,3,1.073,0,1.195,1.349,0.229,1.667,3,0.626,"Visual",3.024,19,1
"EVAPORATION",0.476,0.19,1.048,0.667,0.381,3.048,1.289,0.68,1.774,1.39,0.921,1.532,3.048,0.492,"Visual",3.105,21,1
"EVAPORATOR",1.15,0.2,1.1,0.5,0.85,2.35,1.461,0.696,1.41,0.827,1.137,1.725,2.35,0.35,"Visual",2.55,20,1
"EVASION",1.176,0.176,0.176,1.118,0.059,1.824,1.51,0.529,0.529,1.364,0.243,2.128,1.824,0.39,"Visual",2.088,17,1
"EVASIVE",2.688,0,0.188,0.688,0,2.562,1.991,0,0.75,1.352,0,1.861,2.688,0.439,"Auditory",3.319,16,0.941
"EVASIVELY",2.316,0.474,0.421,0.895,0.526,2.842,1.827,1.02,1.017,1.449,1.124,1.893,2.842,0.324,"Visual",3.315,19,0.95
"EVASIVENESS",2.062,0.312,0.625,1.25,0.312,2.875,1.914,1.25,1.408,1.693,1.25,1.668,2.875,0.345,"Visual",3.265,16,1
"EVE",0.471,0.353,0.353,0.529,0.118,2.882,0.943,0.996,0.996,1.375,0.332,2.288,2.882,0.588,"Visual",2.896,17,0.944
"EVEN",0.389,0,1.222,0.444,0,2.944,0.698,0,1.768,1.042,0,1.798,2.944,0.589,"Visual",3.018,18,1
"EVEN OUT",0.789,0.316,1.947,1.526,0,2.053,1.398,0.749,1.84,1.806,0,1.957,2.053,0.31,"Visual",2.72,19,1
"EVENHANDED",1.667,0.444,0.944,1.5,0.5,2.167,1.749,1.042,1.349,1.886,1.15,1.855,2.167,0.238,"Visual",2.679,18,0.9
"EVENHANDEDLY",1.733,0,0.6,1.333,0,2.933,1.438,0,1.242,1.799,0,1.831,2.933,0.444,"Visual",3.209,15,0.882
"EVENHANDEDNESS",1.812,0.5,0.938,1.312,0.562,2.75,2.04,1.414,1.731,2.056,1.548,2.049,2.75,0.286,"Visual",3.112,16,0.941
"EVENING",1.1,0.2,0.35,0.7,0.6,3.6,1.683,0.894,0.933,1.38,1.392,1.789,3.6,0.519,"Visual",3.649,20,1
"EVENING DRESS",0.389,0.056,2.167,0.222,0.111,3.889,0.778,0.236,1.978,0.647,0.471,1.779,3.889,0.561,"Visual",4.103,18,1
"EVENING GOWN",0.059,0,2.824,0.235,0,4.412,0.243,0,1.845,0.664,0,0.87,4.412,0.586,"Visual",4.768,17,1
"EVENLY",0.632,0.316,1.421,0.842,0.263,2.684,1.012,0.946,1.61,1.167,0.733,1.797,2.684,0.393,"Visual",2.848,19,1
"EVENNESS",1.235,0.647,2.118,1.412,0.471,3.412,1.715,1.412,2.088,1.734,1.179,1.906,3.412,0.316,"Visual",3.786,17,1
"EVENT",3.471,0.059,0.235,1.059,0.529,4,1.94,0.243,0.752,1.819,1.328,1.696,4,0.421,"Visual",4.75,17,1
"EVENTFUL",3.176,0.118,0.294,1.059,0.294,3.882,1.845,0.332,0.985,1.56,0.849,1.219,3.882,0.427,"Visual",4.511,17,1
"EVENTFULLY",2.643,0.429,0.643,1.429,0.571,3.143,1.646,1.342,1.393,1.604,1.399,1.791,3.143,0.306,"Visual",3.755,14,1
"EVENTFULNESS",2.412,0.176,0.647,1.294,0.353,2.882,1.938,0.529,1.32,1.572,0.862,1.867,2.882,0.348,"Visual",3.433,17,0.895
"EVENTLESS",1.765,0.294,0.588,0.588,0.294,2.353,1.888,0.772,1.228,1.176,0.772,1.998,2.353,0.35,"Visual",2.667,17,0.944
"EVENTUAL",1.167,0.167,0.5,1.389,0.222,1.556,1.724,0.707,1.098,1.944,0.732,1.723,1.556,0.278,"Visual",2.014,18,0.947
"EVENTUALITY",0.833,0.167,0.444,2.111,0.333,1.222,1.339,0.707,1.149,1.997,0.84,1.734,2.111,0.38,"Interoceptive",2.286,18,1
"EVENTUALLY",1.95,0.15,0.65,1.3,0.25,2.2,1.572,0.671,1.424,1.593,0.786,1.765,2.2,0.315,"Visual",2.739,20,0.952
"EVER",0.688,0.188,0.375,0.625,0.25,1,1.352,0.75,0.885,1.147,0.775,1.673,1,0.26,"Visual",1.18,16,1
"EVERBLOOMING",0.308,0.077,0.692,0.077,1.385,2.923,0.855,0.277,1.182,0.277,1.85,1.754,2.923,0.521,"Visual",3.036,13,0.65
"EVERGLADE",1.75,0.375,1.062,0.25,1.625,4.312,1.693,1.258,1.692,0.577,1.5,0.873,4.312,0.433,"Visual",4.5,16,0.889
"EVERGREEN",0.235,0.235,1.588,0.176,2.294,3.706,0.752,0.97,2.002,0.728,1.896,1.795,3.706,0.429,"Visual",4.062,17,0.895
"EVERLASTING",1.368,0.632,1.105,2.368,0.526,2,2.033,1.461,1.883,2.006,1.219,2,2.368,0.23,"Interoceptive",2.947,19,1
"EVERLASTINGLY",0.95,0.1,0.25,1.55,0.1,1.85,1.432,0.308,0.716,1.791,0.308,1.927,1.85,0.365,"Visual",2.219,20,1
"EVERLASTINGNESS",1.188,0.5,0.688,1.75,0.625,1.625,1.642,1.095,1.302,2.049,1.455,1.821,1.75,0.196,"Interoceptive",2.291,16,0.941
"EVERMORE",1,0.067,0.133,1.533,0.067,0.667,1.604,0.258,0.352,2.1,0.258,1.447,1.533,0.423,"Interoceptive",1.699,15,0.75
"EVERY",1.278,0.5,0.889,0.722,0.5,1.556,1.487,1.465,1.568,1.526,1.465,1.723,1.556,0.194,"Visual",1.929,18,1
"EVERYBODY",3.444,0,1.056,0.611,1.056,3.833,1.756,0,1.697,1.195,1.731,1.465,3.833,0.383,"Visual",4.638,18,1
"EVERYDAY",2.222,1.111,1.333,2,1.444,2.833,2.13,1.906,2.058,2.223,2.093,2.229,2.833,0.157,"Visual",3.646,18,1
"EVERYDAYNESS",1.188,0.25,0.25,1.688,0.25,2.25,1.797,1,1,2.056,1,2.082,2.25,0.34,"Visual",2.617,16,0.842
"EVERYONE",2.294,0,0.647,1.118,0.765,4.059,1.759,0,1.498,1.9,1.48,1.519,4.059,0.457,"Visual",4.328,17,1
"EVERYPLACE",1,0,0.294,0.529,0.294,2.235,1.5,0,0.772,1.231,0.985,1.954,2.235,0.514,"Visual",2.313,17,1
"EVERYTHING",3.743,3.257,3.486,3.371,3.514,4.057,1.651,1.975,2.005,2.045,1.869,1.589,4.057,0.037,"Visual",6.525,35,1
"EVERYWAY",0.824,0.353,0.353,1.059,0.235,2.176,1.334,0.996,0.862,1.56,0.752,1.776,2.176,0.388,"Visual",2.299,17,0.895
"EVERYWHERE",2.25,0,0.875,0.75,0.312,3.938,2.145,0,1.5,1.571,0.873,1.569,3.938,0.485,"Visual",4.19,16,0.941
"EVICT",2.056,0,0.833,0.667,0.056,3.167,2.209,0,1.689,1.085,0.236,2.007,3.167,0.467,"Visual",3.457,18,1
"EVICTION",0.684,0.105,0.316,0.368,0.158,1.842,1.157,0.459,0.82,0.684,0.688,1.803,1.842,0.5,"Visual",1.881,19,0.95
"EVICTOR",2.2,0.133,0.533,1.2,0,2.467,2.305,0.352,1.125,1.74,0,1.807,2.467,0.378,"Visual",3.02,15,0.789
"EVIDENCE",2.167,0.111,1.5,0.278,0.611,3.5,2.093,0.323,1.978,0.958,1.243,1.978,3.5,0.415,"Visual",3.841,18,0.947
"EVIDENT",1.188,0,0.312,0.625,0.125,2.5,1.642,0,1.014,1.31,0.342,1.789,2.5,0.526,"Visual",2.6,16,1
"EVIDENTIAL",2,0.158,0.895,0.737,0.211,2.789,1.633,0.501,1.41,1.147,0.535,1.718,2.789,0.388,"Visual",3.136,19,0.905
"EVIDENTIALLY",1.583,0,0.333,0.75,0.083,1.333,1.379,0,0.651,1.055,0.289,1.371,1.583,0.388,"Auditory",1.894,12,0.75
"EVIDENTLY",2.125,0.438,0.625,0.812,0.438,2.625,1.821,1.031,1.088,1.559,1.031,1.857,2.625,0.31,"Visual",3.059,16,0.889
"EVIL",2.316,0.368,1.105,2.579,0.579,3,2.162,1.165,1.792,1.774,1.346,2.236,3,0.265,"Visual",3.875,19,1
"EVIL EYE",0.343,0,0.229,0.571,0.143,4.229,1.211,0,0.973,1.243,0.845,1.308,4.229,0.767,"Visual",4.233,35,1
"EVILDOER",2.632,0,0.263,0.368,0.158,3.421,1.832,0,1.147,0.955,0.688,1.502,3.421,0.5,"Visual",3.878,19,1
"EVILDOING",2.733,0.067,0.733,1.933,0.067,3.667,1.751,0.258,1.58,1.944,0.258,1.718,3.667,0.391,"Visual",4.261,15,0.938
"EVILNESS",2.15,0,0.1,2.9,0,3.25,2.059,0,0.308,2.075,0,1.997,3.25,0.387,"Visual",4.095,20,1
